"source_path","source_kind","source_status","source_title","local_coverage","local_runtime_result","issue"
"/chuyen-cua-thuc/%F0%9F%8E%86-%F0%9D%90%87%F0%9D%90%80%F0%9D%90%8F%F0%9D%90%8F%F0%9D%90%98-%F0%9D%90%8D%F0%9D%90%84%F0%9D%90%96-%F0%9D%90%98%F0%9D%90%84%F0%9D%90%80%F0%9D%90%91-%F0%9D%9F%90%F0%9D%9F%8E%F0%9D%9F%90%F0%9D%9F%8E-%F0%9F%8E%86-s659t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127878; &#119815;&#119808;&#119823;&#119823;&#119832; &#119821;&#119812;&#119830; &#119832;&#119812;&#119808;&#119825; &#120784;&#120782;&#120784;&#120782; &#127878;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%86-happy-new-year-2023-%F0%9F%8E%86-s972t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127878; HAPPY NEW YEAR 2023 &#127878;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%88-10-years-of-thuc-coffee-%F0%9F%8E%88-s952t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127880; 10 YEARS OF THUC COFFEE &#127880;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%AE%CC%9B%CC%81%F0%9D%90%9C-%F0%9D%90%82%F0%9D%90%A8%F0%9D%90%9F%F0%9D%90%9F%F0%9D%90%9E%F0%9D%90%9E-%F0%9D%9F%91%F0%9D%9F%90%F0%9D%9F%8E-%F0%9D%90%8D%F0%9D%90%A0%F0%9D%90%AE%F0%9D%90%B2%F0%9D%90%9E%CC%82%CC%83%F0%9D%90%A7-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%9A%CC%81%F0%9D%90%A2-%F0%9D%90%92%F0%9D%90%A8%CC%9B%F0%9D%90%A7-tro-lai-%F0%9D%90%A1%F0%9D%90%A8%F0%9D%90%9A%CC%A3%F0%9D%90%AD-d%F0%9D%90%A8%CC%A3%CC%82%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%9F%90%F0%9D%9F%92%F0%9D%90%87-tu-hom-nay--s732t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; &#119827;&#119841;&#119854;̛́&#119836; &#119810;&#119848;&#119839;&#119839;&#119838;&#119838; &#120785;&#120784;&#120782; &#119821;&#119840;&#119854;&#119858;&#119838;̂̃&#119847; &#119827;&#119841;&#119834;́&#119842; &#119826;&#119848;̛&#119847; trở lại &#119841;&#119848;&#119834;̣&#119853; đ&#119848;̣̂&#119847;&#119840; &#120784;&#120786;&#119815; từ hôm nay.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89%F0%9F%8E%89-don-chao-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%AE%CC%9B%CC%81%F0%9D%90%9C-%F0%9D%90%82%F0%9D%90%A8%F0%9D%90%9F%F0%9D%90%9F%F0%9D%90%9E%F0%9D%90%9E-%F0%9D%9F%92%F0%9D%9F%90-%F0%9D%90%87%F0%9D%90%A8%F0%9D%90%9A-%F0%9D%90%8F%F0%9D%90%A1%F0%9D%90%AE%CC%9B%F0%9D%90%A8%CC%9B%CC%A3%F0%9D%90%A7%F0%9D%90%A0-quay-lai-%F0%9D%90%A1%F0%9D%90%A8%F0%9D%90%9A%CC%A3%F0%9D%90%AD-d%F0%9D%90%A8%CC%A3%CC%82%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%9F%90%F0%9D%9F%92%F0%9D%90%87-%F0%9F%8E%89%F0%9F%8E%89-s726t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881;&#127881; Đón chào &#119827;&#119841;&#119854;̛́&#119836; &#119810;&#119848;&#119839;&#119839;&#119838;&#119838; &#120786;&#120784; &#119815;&#119848;&#119834; &#119823;&#119841;&#119854;̛&#119848;̛̣&#119847;&#119840; quay lại &#119841;&#119848;&#119834;̣&#119853; đ&#119848;̣̂&#119847;&#119840; &#120784;&#120786;&#119815; &#127881;&#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89%F0%9F%8E%89-li-xi-ca-phe-sang-dau-nam-%F0%9F%8E%89%F0%9F%8E%89-s656t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881;&#127881; LÌ XÌ CÀ PHÊ SÁNG ĐẦU NĂM &#127881;&#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89%F0%9F%8E%89-thoa-suc-%F0%9D%98%BE%F0%9D%99%83%F0%9D%99%80%F0%9D%98%BE%F0%9D%99%86-%F0%9D%99%84%F0%9D%99%89-nhan-ngay-uu-dai-%F0%9F%8E%89%F0%9F%8E%89-s536t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881;&#127881; Thoả sức &#120382;&#120387;&#120384;&#120382;&#120390;-&#120388;&#120393;, nhận ngay ƯU ĐÃI &#127881;&#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89%F0%9F%8E%89-uu-dai-cuoi-tuan-voi-deal-dam-%E2%80%9Cmua-2-tang-1%E2%80%9D%F0%9F%8E%89%F0%9F%8E%89-s697t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881;&#127881; Ưu đãi cuối tuần với deal đậm “MUA 2 TẶNG 1”&#127881;&#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-dai-tiec-tan-nien-thuc-khao-trien-mien-%F0%9F%8E%89-s901t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; ĐẠI TIỆC TÂN NIÊN - THỨC KHAO TRIỀN MIÊN &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-dau-xuan-don-loc-ca-nam-may-man-%F0%9F%8E%89-s831t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; Đầu xuân đón lộc, cả năm may mắn &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-den-thuc-coffee-nhan-bao-li-xi-voi-hoa-don-bat-ki-%F0%9F%8E%89-s974t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; ĐẾN THỨC COFFEE, NHẬN BAO LÌ XÌ, VỚI HOÁ ĐƠN BẤT KÌ &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-doi-diem-tich-luy-vui-he-het-y%F0%9F%8E%89-s1455t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; ĐỔI ĐIỂM TÍCH LUỸ - VUI HÈ HẾT Ý&#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-don-he-kool-fresh-cung-combo-cuc-chill-s1022t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; ĐÓN HÈ KOOL-FRESH CÙNG COMBO CỰC CHILL","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-happy-women-s-day-ghe-thuc-ngay-qua-trao-tay-%F0%9F%8E%89-s837t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; HAPPY WOMEN’S DAY - GHÉ THỨC NGAY, QUÀ TRAO TAY &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89sinh-nhat-lan-6-qua-sieu-doc-dao-%F0%9F%8E%89-s462t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881;Sinh nhật lần 6 - Quà siêu độc đáo &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-thang-12-%E2%80%93-doi-diem-lien-tay-qua-bay-ve-nha-%F0%9F%8E%89-s1085t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; THÁNG 12 – ĐỔI ĐIỂM LIỀN TAY, QUÀ BAY VỀ NHÀ! &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89-thuc-coffee-hoat-dong-xuyen-tet-%F0%9F%8E%89-s828t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881; THỨC COFFEE HOẠT ĐỘNG XUYÊN TẾT &#127881;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%89voucher-day-moi-ngay-deu-hay--s406t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127881;VOUCHER đây - Mỗi ngày đều hay!","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%AE%CC%9B%CC%81%F0%9D%90%9C-%F0%9D%90%82%F0%9D%90%A8%F0%9D%90%9F%F0%9D%90%9F%F0%9D%90%9E%F0%9D%90%9E-%F0%9D%9F%92%F0%9D%9F%96-%F0%9D%90%87%F0%9D%90%AE%F0%9D%90%B2%CC%80%F0%9D%90%A7%F0%9D%90%A1-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%AE%CC%81%F0%9D%90%9C-%F0%9D%90%8A%F0%9D%90%A1%F0%9D%90%9A%CC%81%F0%9D%90%A7%F0%9D%90%A0-quay-lai-%F0%9D%90%A1%F0%9D%90%A8%F0%9D%90%9A%CC%A3%F0%9D%90%AD-d%F0%9D%90%A8%CC%A3%CC%82%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%9F%90%F0%9D%9F%92%F0%9D%90%87--s731t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882; &#119827;&#119841;&#119854;̛́&#119836; &#119810;&#119848;&#119839;&#119839;&#119838;&#119838; &#120786;&#120790; &#119815;&#119854;&#119858;̀&#119847;&#119841; &#119827;&#119841;&#119854;́&#119836; &#119818;&#119841;&#119834;́&#119847;&#119840; quay lại &#119841;&#119848;&#119834;̣&#119853; đ&#119848;̣̂&#119847;&#119840; &#120784;&#120786;&#119815;.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A%F0%9F%8E%8A-cuoi-tuan-them-vui-voi-deal-dam-mua-2-tang-1-%F0%9F%8E%8A%F0%9F%8E%8A-s693t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882;&#127882; Cuối tuần thêm vui với ""deal đậm"" MUA 2 TẶNG 1 &#127882;&#127882;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A%F0%9F%8E%8A-dau-tuan-da-co-%E2%80%9Chot-deal%E2%80%9D-%F0%9F%8E%8A%F0%9F%8E%8A-s698t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882;&#127882; Đầu tuần đã có “hot deal” &#127882;&#127882;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A%F0%9F%8E%8A-tam-su-nho-uu-dai-to-voi-%E2%80%9Chot-deal%E2%80%9D-%F0%9F%8E%8A%F0%9F%8E%8A-s699t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882;&#127882; Tâm sự nhỏ, ưu đãi to với “Hot Deal” &#127882;&#127882;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A-happy-new-year-2022-%F0%9F%8E%8A-s886t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882; HAPPY NEW YEAR 2022 &#127882;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A-li-xi-loc-vang-vui-xuan-ron-rang-%F0%9F%8E%8A-s834t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882; Lì Xì Lộc Vàng - Vui Xuân Rộn Ràng &#127882;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%8A-nhan-ngay-bao-li-xi-voi-hoa-don-bat-ki-tai-thuc-coffee--s819t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127882; Nhận ngay BAO LÌ XÌ với hoá đơn BẤT KÌ tại Thức Coffee.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%B6-jingle-bell-jingle-bell-jingle-on-the-way--s813t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127926; Jingle bell, jingle bell, jingle on the way...","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8F%AE-trung-thu-tray-hoi-cung-dong-doi-s788t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127982; TRUNG THU TRẨY HỘI CÙNG ĐỒNG ĐỘI","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%89-ban-da-san-sang-chao-don-%E2%80%9Ccap-doi-thanh-mat%E2%80%9D-den-tu-dong-tra-trai-cay-nhiet-doi-dam-chat-mua-he-cua-thuc-chua--s739t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128073; Bạn đã sẵn sàng chào đón “Cặp đôi thanh mát” đến từ dòng trà trái cây nhiệt đới đậm chất mùa hè của Thức chưa ?","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%89-ban-nghien-mon-tra-trai-cay-nao-o-thuc-nho--s734t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128073; Bạn nghiện món trà trái cây nào ở Thức nhở?","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%89-dieu-dau-tien-ban-lam-sau-khi-het-dich-la-gi--s711t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128073; Điều đầu tiên bạn làm sau khi hết dịch là gì?","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%89-ke-hoach-cua-ban-trong-%E2%80%9C14-day-quarantine%E2%80%9D-la-gi--s694t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128073; Kế hoạch của bạn trong “14 - day quarantine” là gì?","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%89-thu-ba-luon-la-ngay-khoe-khoan-nhat-s814t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128073; THỨ BA luôn là ngày khoẻ khoắn nhất","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%8Dco-hoi-chi-co-mot-dung-bo-lo-%E2%9D%97%EF%B8%8F%E2%9D%97%EF%B8%8F%E2%9D%97%EF%B8%8F-s622t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128077;Cơ hội chỉ có một, đừng bỏ lỡ ❗️❗️❗️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%BB%F0%9F%91%BB-nhat-quy-nhi-ma-thu-ba-hoc-tro-s624t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128123;&#128123; Nhất quỷ - Nhì ma - Thứ ba học trò","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%91%BB%F0%9F%91%BB-nhat-quy-nhi-ma-thu-ba-hoc-tro-vay-thu-tu-la-gi-%E2%9D%93%E2%9D%93-s625t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128123;&#128123; Nhất quỷ - Nhì ma - Thứ ba học trò - Vậy thứ tư là gì ❓❓","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%80-ban-se-thich-mot-halloween-dang-so-hay-mot-mua-halloween-dang-nho-%F0%9F%91%BB%F0%9F%91%BB-s636t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128128; Bạn sẽ thích một Halloween đáng sợ hay một mùa Halloween đáng nhớ &#128123;&#128123;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%83-la-con-gai-phai-xinh-happy-women-s-day-8-3-%F0%9F%92%90-s1451t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128131; LÀ CON GÁI PHẢI XINH - HAPPY WOMEN'S DAY 8/3 &#128144;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%90-happy-teacher-s-day-s805t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128144; HAPPY TEACHER'S DAY","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%93%F0%9F%92%93%F0%9F%92%93-single-day-%F0%9F%92%93%F0%9F%92%93%F0%9F%92%93-s638t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128147;&#128147;&#128147; SINGLE DAY &#128147;&#128147;&#128147;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%93-tet-thay-ao-moi-don-xuan-phoi-phoi-%F0%9F%92%93-s833t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128147; Tết thay áo mới, đón xuân phơi phới &#128147;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95-happy-valentine-s-day-%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95-s513t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128149;&#128149;&#128149; Happy Valentine’s Day &#128149;&#128149;&#128149;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%95%F0%9F%92%95-valentine-den-uu-dai-tinh-nhan-ve-%F0%9F%92%95%F0%9F%92%95-s674t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128149;&#128149; VALENTINE ĐẾN - ƯU ĐÃI ""TÌNH NHÂN"" VỀ &#128149;&#128149;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%9B%F0%9F%92%9B-ngay-cua-nang-hay-san-sang-den-thuc-%F0%9F%92%9B%F0%9F%92%9B-s521t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128155;&#128155; Ngày của Nàng hãy sẵn sàng đến Thức &#128155;&#128155;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%9E-gui-tam-y-am-than-tinh-trung-thu-tron-ven-%F0%9F%92%9E-s919t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128158; GỬI TÂM Ý - ẤM THÂN TÌNH - TRUNG THU TRỌN VẸN &#128158;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%9F%F0%9F%92%9F%F0%9F%92%9F-ngay-cua-nang-lan-toa-ngan-yeu-thuong-%F0%9F%92%9F%F0%9F%92%9F%F0%9F%92%9F-s634t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128159;&#128159;&#128159; Ngày của nàng - lan toả ngàn yêu thương &#128159;&#128159;&#128159;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%9F-happy-valentine-14-02-2021-%F0%9F%92%9F-s836t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128159; HAPPY VALENTINE 14.02.2021 &#128159;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%A5-bung-no-black-friday-%F0%9F%92%A5-s873t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128165; BÙNG NỔ BLACK FRIDAY &#128165;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%A5-ghe-thuc-ngay-thu-van-may-san-lung-labubu-v2-cuc-pham-%F0%9F%98%8D-s1219t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128165; GHÉ THỨC NGAY, THỬ VẬN MAY SĂN LÙNG LABUBU V2 CỰC PHẨM &#128525;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%A5-giam-20-cho-moi-hoa-don-mua-mang-ve-%F0%9F%92%A5-s861t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128165; GIẢM 20% CHO MỌI HÓA ĐƠN MUA MANG VỀ &#128165;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%AA%F0%9F%92%AA-song-khoe-cung-thuc-vuc-day-tinh-than-danh-bay-%E2%80%9Cco-vi%E2%80%9D-s692t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128170;&#128170; Sống khỏe cùng Thức, vực dậy tinh thần, đánh bay “Cô Vi”","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%92%AE-don-tet-nhu-y-cung-combo-tra-hoa-tu-quy-%F0%9F%92%AE-s897t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128174; Đón TẾT NHƯ Ý cùng COMBO TRÀ HOA TỨ QUÝ &#128174;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%93%8C-thuc-coffe-hoat-dong-24h-xuyen-le-tet-%F0%9F%93%8C-s973t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128204; THỨC COFFE HOẠT ĐỘNG 24H XUYÊN LỄ/TẾT &#128204;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%93%A3%F0%9F%93%A3-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%AE%CC%9B%CC%81%F0%9D%90%9C-%F0%9D%90%82%F0%9D%90%A8%F0%9D%90%9F%F0%9D%90%9F%F0%9D%90%9E%F0%9D%90%9E-%F0%9D%9F%90%F0%9D%9F%90-%F0%9D%90%90%F0%9D%90%AE%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%90%93%F0%9D%90%AB%F0%9D%90%AE%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%90%A1%F0%9D%90%A8%F0%9D%90%9A%CC%A3%F0%9D%90%AD-d%F0%9D%90%A8%CC%A3%CC%82%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%9F%90%F0%9D%9F%92%F0%9D%90%A1-%F0%9D%90%AD%F0%9D%90%AE%CC%9B%CC%80-%F0%9D%90%A1%F0%9D%90%A8%CC%82%F0%9D%90%A6-%F0%9D%90%A7%F0%9D%90%9A%F0%9D%90%B2-%F0%9F%93%A3%F0%9F%93%A3-s725t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128227;&#128227; &#119827;&#119841;&#119854;̛́&#119836; &#119810;&#119848;&#119839;&#119839;&#119838;&#119838; &#120784;&#120784; &#119824;&#119854;&#119834;&#119847;&#119840; &#119827;&#119851;&#119854;&#119847;&#119840; &#119841;&#119848;&#119834;̣&#119853; đ&#119848;̣̂&#119847;&#119840; &#120784;&#120786;&#119841; &#119853;&#119854;̛̀ &#119841;&#119848;̂&#119846; &#119847;&#119834;&#119858; &#128227;&#128227;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%93%A3-dang-ky-thanh-vien-thuc-coffee-nhan-ngay-uu-dai-20-khong-gioi-han-%F0%9F%93%A3-s1023t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128227; ĐĂNG KÝ THÀNH VIÊN THỨC COFFEE - NHẬN NGAY ƯU ĐÃI 20% KHÔNG GIỚI HẠN &#128227;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%93%B2-dang-ky-thanh-vien-thuc-coffee-nhan-ngay-uu-dai-giam-20-tong-hoa-don-%E2%9C%A8-s1391t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128242; ĐĂNG KÝ THÀNH VIÊN THỨC COFFEE NHẬN NGAY ƯU ĐÃI GIẢM 20% TỔNG HOÁ ĐƠN ✨","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%94%96-christmas-collection-gia-dung-thu-chi-49-000d-s1293t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128278; CHRISTMAS COLLECTION - GIÁ DÙNG THỬ CHỈ 49.000Đ","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%94%96-happy-hours-happy-deal-s1221t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128278; HAPPY HOURS - HAPPY DEAL","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%98%88-welcome-to-black-island-%F0%9F%98%88-s954t2/","story-detail","200","Thức Coffee - Open 24/7 - &#128520; Welcome to BLACK ISLAND!! &#128520;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%A4%9D%F0%9F%A4%9D-dong-hanh-cung-su-kien-gio-trai-dat-tren-toan-the-gioi-%F0%9F%8C%8D%F0%9F%8C%8E%F0%9F%8C%8F-s525t2/","story-detail","200","Thức Coffee - Open 24/7 - &#129309;&#129309; Đồng hành cùng sự kiện Giờ Trái Đất trên toàn thế giới &#127757;&#127758;&#127759;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%A5%A4%F0%9F%A5%A4%F0%9F%A5%A4-reusable-cup%F0%9F%A5%A4%F0%9F%A5%A4%F0%9F%A5%A4-s631t2/","story-detail","200","Thức Coffee - Open 24/7 - &#129380;&#129380;&#129380; REUSABLE CUP&#129380;&#129380;&#129380;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%A5%A4-mot-ly-lam-chang-nen-non-s704t2/","story-detail","200","Thức Coffee - Open 24/7 - &#129380; Một ly làm chẳng nên non","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%A5%B3-chao-nha-moi-44b-ly-tu-trong-p-ben-nghe-q-1--s947t2/","story-detail","200","Thức Coffee - Open 24/7 - &#129395; CHÀO NHÀ MỚI 44B LÝ TỰ TRỌNG, P.BẾN NGHÉ, Q.1.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%A5%B3-tet-nay-cung-thuc-choi-cho-vui-cuoi-cho-da-%F0%9F%8E%8A-s1439t2/","story-detail","200","Thức Coffee - Open 24/7 - &#129395; TẾT NÀY cùng Thức ""CHƠI CHO VUI, CƯỜI CHO ĐÃ"" &#127882;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%A7%A7-mua-cap-%E2%80%93-loc-gap-doi-tet-nay-phai-co-doi-co-cap-%F0%9F%A7%A7-s1440t2/","story-detail","200","Thức Coffee - Open 24/7 - &#129511; MUA CẶP – LỘC GẤP ĐÔI: TẾT NÀY PHẢI CÓ ĐÔI CÓ CẶP! &#129511;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
